JobID,Title,ExperienceLevel,YearsOfExperience,Skills,Responsibilities,Keywords
SRE-E-007,Site Reliability Engineer,Experienced,4+,"Python advanced; Go programming; Java scripting; Bash scripting; Linux administration; Windows administration; Cloud platforms (AWS, Azure, GCP); Docker, Kubernetes advanced; CI/CD pipelines (Jenkins, Bamboo, GitHub Actions); Infrastructure as Code (Terraform, Ansible); Monitoring and logging tools (Prometheus, Grafana, ELK Stack); Networking (TCP/IP, DNS, Load Balancing, CDN); Automation scripting; Distributed systems management; Security and compliance basics; Problem-solving; Collaboration; Communication; Time management",Maintain and optimize cloud infrastructure; Manage containerized and distributed systems; Implement and monitor CI/CD pipelines; Automate infrastructure and deployment processes; Ensure system reliability and performance; Collaborate with cross-functional teams; Monitor and resolve incidents proactively,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Prometheus; Distributed Systems
SRE-E-008,Site Reliability Engineer,Experienced,5+,"Python, Go, Java; Bash/Zsh scripting; Linux administration expert; Windows server administration; AWS, Azure, GCP advanced; Docker, Kubernetes expert; CI/CD pipelines expert (Jenkins, Bamboo, GitHub Actions); IaC (Terraform, Ansible, Puppet, Chef); Monitoring and logging (Prometheus, Grafana, ELK Stack, Nagios, Splunk); Networking (TCP/IP, DNS, Load Balancing, CDN); Automation and scripting; Distributed systems design; Security and compliance knowledge; Problem-solving; Leadership; Collaboration; Communication; Time management","Lead infrastructure design and SRE initiatives; Implement and manage CI/CD and IaC pipelines; Manage containerized and distributed systems; Ensure reliability, scalability, and performance of services; Monitor and resolve incidents; Collaborate with development and operations teams; Develop automation scripts to optimize system operations",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Prometheus; Automation
SRE-E-009,Site Reliability Engineer,Experienced,6+,"Python advanced; Go, Java; Bash scripting expert; Linux/Windows administration; Cloud platforms (AWS, Azure, GCP); Docker, Kubernetes; CI/CD pipelines (Jenkins, Bamboo, GitHub Actions); Infrastructure as Code (Terraform, Ansible, Puppet); Monitoring (Prometheus, Grafana, ELK Stack, Nagios, Splunk); Networking (TCP/IP, DNS, Load Balancing, CDN); Automation scripting; Distributed systems architecture; Security and compliance basics; Problem-solving; Leadership; Collaboration; Communication",Manage and optimize site reliability infrastructure; Automate deployment and monitoring processes; Handle container orchestration and distributed systems; Implement IaC solutions and CI/CD pipelines; Monitor service uptime and performance; Mentor junior SREs; Collaborate with cross-functional teams,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Prometheus; Distributed Systems
SRE-E-010,Site Reliability Engineer,Experienced,7+,"Python, Go, Java; Bash/Zsh scripting; Linux expert; Windows server administration; AWS, Azure, GCP advanced; Docker, Kubernetes expert; CI/CD pipelines (Jenkins, Bamboo, GitHub Actions); Infrastructure as Code (Terraform, Ansible, Puppet, Chef); Monitoring and logging (Prometheus, Grafana, ELK Stack, Nagios, Splunk); Networking (TCP/IP, DNS, Load Balancing, CDN); Automation scripting; Distributed systems design and management; Security and compliance knowledge; Problem-solving; Leadership; Collaboration; Communication","Lead SRE initiatives for large-scale systems; Implement and manage CI/CD pipelines and IaC; Ensure reliability and performance of distributed systems; Automate deployment, monitoring, and incident responses; Mentor junior SRE engineers; Collaborate with cross-functional teams; Develop and optimize monitoring dashboards and alerts",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Prometheus; Monitoring
SRE-E-011,Site Reliability Engineer,Experienced,5+,"Python advanced; Go, Java; Bash scripting; Linux/Windows administration; AWS, Azure, GCP; Docker, Kubernetes; CI/CD pipelines (Jenkins, GitHub Actions); Infrastructure as Code (Terraform, Ansible, Puppet); Monitoring (Prometheus, Grafana, ELK Stack, Nagios, Splunk); Networking (TCP/IP, DNS, Load Balancing, CDN); Automation scripting; Distributed systems; Security and compliance; Problem-solving; Leadership; Collaboration; Communication",Manage distributed system operations; Automate deployment pipelines and infrastructure tasks; Implement monitoring and alerting systems; Ensure high availability and performance; Lead incident response; Collaborate with development and security teams; Mentor junior engineers,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems
SRE-E-012,Site Reliability Engineer,Experienced,6+,"Python, Go; Bash/Zsh scripting; Linux/Windows; AWS, Azure, GCP expert; Docker, Kubernetes; CI/CD (Jenkins, Bamboo, GitHub Actions); IaC (Terraform, Ansible, Puppet, Chef); Monitoring (Prometheus, Grafana, ELK, Nagios, Splunk); Networking; Distributed systems design; Automation; Security compliance; Problem-solving; Leadership; Collaboration; Communication",Design and manage scalable infrastructure; Automate CI/CD pipelines; Implement IaC and container orchestration; Monitor systems and optimize performance; Lead incident response; Collaborate across teams; Mentor junior SREs,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems
SRE-E-013,Site Reliability Engineer,Experienced,7+,"Python advanced; Go, Java; Bash/Zsh scripting; Linux administration; Windows server; Cloud (AWS, Azure, GCP); Docker, Kubernetes advanced; CI/CD pipelines; IaC (Terraform, Ansible); Monitoring & logging (Prometheus, Grafana, ELK); Networking (TCP/IP, DNS, Load Balancing, CDN); Automation; Distributed systems; Security compliance; Problem-solving; Leadership; Collaboration; Communication",Oversee infrastructure reliability; Lead automation initiatives; Maintain CI/CD and IaC pipelines; Monitor distributed systems; Optimize system performance; Manage incident responses; Mentor team members; Collaborate with cross-functional teams,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Prometheus; Distributed Systems
SRE-E-014,Site Reliability Engineer,Experienced,8+,"Python, Go, Java; Bash/Zsh scripting; Linux expert; Windows server; Cloud expert (AWS, Azure, GCP); Docker, Kubernetes; CI/CD pipelines (Jenkins, GitHub Actions); IaC (Terraform, Ansible, Puppet); Monitoring & logging (Prometheus, Grafana, ELK, Nagios, Splunk); Networking (TCP/IP, DNS, CDN, Load Balancing); Automation; Distributed systems; Security compliance; Problem-solving; Leadership; Collaboration; Communication","Lead SRE team; Design and manage scalable distributed systems; Automate deployments and monitoring; Implement CI/CD pipelines and IaC; Ensure uptime and performance; Mentor junior engineers; Collaborate with development, operations, and security teams",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems
SRE-E-015,Site Reliability Engineer,Experienced,9+,"Python, Go, Java; Bash/Zsh scripting; Linux/Windows administration; AWS, Azure, GCP advanced; Docker, Kubernetes expert; CI/CD pipelines; IaC (Terraform, Ansible, Puppet, Chef); Monitoring & logging tools; Networking; Automation; Distributed systems; Security compliance; Problem-solving; Leadership; Collaboration; Communication",Manage SRE operations for large-scale systems; Lead automation and CI/CD initiatives; Implement and manage container orchestration; Monitor and optimize system performance; Ensure system reliability; Mentor and train team members; Collaborate with multiple teams,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems
SRE-E-016,Site Reliability Engineer,Experienced,10+,"Python, Go, Java; Bash/Zsh scripting; Linux expert; Windows server; Cloud platforms expert; Docker, Kubernetes; CI/CD pipelines; IaC (Terraform, Ansible, Puppet); Monitoring & logging (Prometheus, Grafana, ELK, Nagios, Splunk); Networking (TCP/IP, DNS, Load Balancing, CDN); Automation; Distributed systems design; Security compliance; Problem-solving; Leadership; Collaboration; Communication","Oversee SRE operations; Design scalable, fault-tolerant systems; Lead automation, CI/CD, and IaC implementations; Manage monitoring and logging frameworks; Ensure high availability; Mentor SRE teams; Coordinate with DevOps, development, and security teams",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems
SRE-E-017,Site Reliability Engineer,Experienced,11+,"Python, Go, Java; Bash/Zsh scripting; Linux/Windows administration; Cloud platforms expert; Docker, Kubernetes; CI/CD pipelines; IaC (Terraform, Ansible, Puppet, Chef); Monitoring & logging; Networking; Automation; Distributed systems; Security and compliance; Problem-solving; Leadership; Collaboration; Communication",Lead SRE initiatives; Implement and optimize CI/CD pipelines and IaC; Manage containerized and distributed systems; Monitor system health and performance; Drive automation and process improvements; Mentor SRE team members; Collaborate with development and operations teams,Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems
SRE-E-018,Site Reliability Engineer,Experienced,12+,"Python, Go, Java; Bash/Zsh scripting; Linux/Windows expert; Cloud platforms (AWS, Azure, GCP); Docker, Kubernetes expert; CI/CD pipelines (Jenkins, GitHub Actions, Bamboo); IaC (Terraform, Ansible, Puppet, Chef); Monitoring & logging (Prometheus, Grafana, ELK, Nagios, Splunk); Networking (TCP/IP, DNS, Load Balancing, CDN); Automation; Distributed systems architecture; Security compliance; Problem-solving; Leadership; Collaboration; Communication","Design and manage large-scale SRE infrastructure; Lead automation and CI/CD implementations; Monitor distributed systems performance; Ensure reliability, scalability, and security; Mentor junior and mid-level SREs; Coordinate with cross-functional teams",Python; Go; Linux; Docker; Kubernetes; AWS; Terraform; CI/CD; Monitoring; Distributed Systems
